x,y,z,u,v,w
1837.4236844729094,-372.81428957877193,499.5821024707028,40.01584159875798,-229.7119725716694,-33.25212056140846
1952.5173432286992,-381.37744959653014,540.0996051551588,39.855178804967224,-252.04720291386755,-17.529042899039812
1947.5586479667236,-331.6540633232308,511.9080594332302,42.712432736082704,-249.64314868190507,-9.066722434003289
1946.3199909278528,-347.2546366107892,525.4170230815304,45.05480488497698,-234.7362976903793,-29.537006164386405
1741.2670565648586,-303.5976924006108,470.2712901130818,38.11833585832463,-211.26324939727363,-16.32854760994018
1896.3301910867685,-330.86052157697634,524.6867467258279,37.062955864293784,-226.14536360473582,-4.67154289799136
1906.0363192231143,-336.9842249832647,530.285899965426,38.88977241824363,-218.49663878423615,-15.955103652808358
2297.942236832365,-370.1422306730265,609.8591635674171,47.97018757613991,-256.8442827021852,-14.57076061533416
1961.4774954011818,-333.2040057334891,538.7865933243866,40.14862276960893,-224.18378467313494,-12.597639473623596
2174.34857190161,-377.36731743061716,518.1949571381112,49.05250314995189,-244.53061833973328,-39.357723055026085
1757.2674029460068,-283.44184785210314,482.07667973071983,36.9662037810351,-188.07399271931075,-15.834410823268055
1849.5494529647003,-300.57099307833,504.2919495349034,40.425346996489374,-216.18710829059262,-12.688400059583229
1937.3872368990824,-296.8856688958897,526.2661178359015,44.49245037495605,-225.94977753739892,-13.749500094816096
1825.5850400960926,-297.2215775548711,501.4377649658535,38.82589247351502,-203.5590965250252,-14.368699109209691
1825.3294044461309,-302.1255457497134,505.3805523657544,44.88196852129027,-211.31724393324285,-30.20482923116899
2471.17801657738,-422.1305613061908,586.9069709121678,44.91858762039963,-302.47917075817304,12.112478920519926
1861.4684907264336,-291.03514185594423,511.5001245987161,40.771301966448895,-227.04960495501072,-2.894798957186722
1972.2864957722995,-328.97767470602236,557.7727718054559,43.086998749529386,-228.96618173897195,-16.26143662416641
2400.3189464714633,-419.71104191691194,680.164684511846,52.8431659587308,-313.14811361582235,-11.029606659268582
1848.0214702769445,-308.1711963539945,529.1798984626171,40.06418702658953,-216.56512310508825,-12.85264013257231
2396.9152235606825,-400.11423494376135,682.6265870859687,51.029791586188736,-286.7927934197632,-11.045313516212895
2087.6881659925657,-352.01986669904943,596.6556175761992,45.61737091548168,-247.6736996545742,-15.574072861649409
1840.302498100159,-309.375098877926,515.3563266344385,39.80662549048863,-216.19624840831378,-13.822392296702041
1776.4400745435205,-302.6826927790724,509.22207286037246,39.03140802946472,-213.00483423169894,-13.855934719293035
1850.7054986968342,-323.148010896015,529.227806182381,41.411884588893834,-209.1737418350231,-25.480843448527477
2235.001016889011,-413.8368933841004,562.2411601495261,51.44725820653087,-258.7691916297639,-46.86919134040064
1755.0767148300947,-314.2769173443467,429.1942824228769,30.581687391833125,-207.3558233944141,2.500009733160512
1788.5885091162872,-299.2377752472628,515.8895759207568,38.341957076515065,-209.84071238007564,-11.133204921194393
1908.996739291375,-320.7424353641143,551.6729415636248,40.93471678838182,-219.14614405354789,-14.773577735559675
2232.792240815086,-373.4340080297229,647.1023311527791,45.03539297550713,-262.1354152464678,-4.741930177952996
2167.778547268512,-359.78357005053834,619.8529857766811,47.037762181293715,-257.47513283856136,-12.85309470770018
2281.7428186344323,-371.9899480420552,645.684237363998,50.129801443809505,-263.1099347642977,-17.473806723697482
2270.6061993659314,-364.17043894845784,638.3789964664259,49.73635896516394,-261.0061298655288,-15.41927812077034
1917.629517040511,-312.2470690954414,542.8269459755401,43.13237010478685,-229.37877491282566,-13.311401001990342
2105.563280802371,-351.067514403998,609.3178517917593,46.76836165667016,-247.03639923820558,-17.519912435974682
2025.3139050528898,-323.79606418377745,571.5160065897521,44.935229981061674,-237.5704997423428,-12.48307649468795
2091.046793148371,-345.73870697860394,598.6712431959284,43.581829123434424,-241.84385418363752,-9.676111980696092
2088.9637344244666,-356.13664817275856,604.5792452034078,45.76549053261135,-241.4925061924067,-19.99918992096233
1782.0058038347333,-292.6937533339378,500.6057593825803,38.58294664957491,-204.96646374963137,-13.153361803164344
1877.7177282348912,-311.36258014200814,537.4167933541843,41.105958961487225,-219.1056632649737,-14.136174774788794
2289.6954320579007,-382.91993857339804,662.8499282685634,50.524302547028945,-272.1299221574377,-16.696058945330382
1792.6328636181615,-303.41868399752684,518.8013553615608,38.68824868057276,-208.021631132636,-14.259329301607448
1818.5287170341626,-297.157631513707,509.63818355763715,39.49080319039109,-214.24899872119522,-10.602138837352086
2099.289750841718,-355.76101686446015,607.870353188393,42.98876060338206,-254.14305388924737,-4.277851980256183
1997.4165878171325,-319.49160519234215,561.8006790323282,44.94450656371913,-234.80566964002315,-14.164427585975536
1802.5145127618216,-293.93566927737396,507.3001999295644,39.38857104293939,-210.13339786828556,-12.127089738830504
2295.107719218927,-368.8919070223852,652.230117206036,50.77084635258532,-271.8111819270536,-12.763902386248606
1927.4907454071536,-309.2986321355918,544.6026557896841,42.10670013845791,-223.11202269962232,-11.81241817089957
2369.975929541095,-391.5274479388622,677.5493421199525,50.024664414069605,-276.077973226528,-11.832793636171218
1892.0069106175752,-322.50794145263313,556.5878566603791,38.74333925594412,-220.701948451902,-8.443972092323628
1740.0257402533498,-283.6616130103377,498.31731058407405,37.93698874954603,-195.30087865384058,-14.842145564650986
1863.618870323322,-309.8156202947957,525.6581055781423,37.63384220332863,-219.81939454572512,-3.430540148357913
1989.5847854064878,-331.7308760501746,582.1957359926242,43.281320827681746,-232.2496710834905,-14.032939019124289
1961.3167360822563,-315.93265113261714,550.2756043331638,45.119796312881405,-231.86870337604736,-17.179292939722316
2089.2946325953208,-346.44210742607396,590.2931256983264,45.070414103110046,-249.4351317989248,-11.142649161069125
2104.6885100346954,-338.90725984505684,594.0056975527572,45.81075303982629,-246.99457658240974,-11.019689894433673
1880.4991525204778,-310.96512001793167,533.4053352420068,41.895871593759516,-223.43283121997206,-14.311901269130695
1797.7502127612588,-299.13715030734403,526.1764200783929,39.78507824944175,-213.84045131074635,-12.496104098988816
1962.7176789245004,-326.02388513291885,552.7805075587169,42.57163019620671,-228.09743075822522,-14.75329342957078
2026.9327353379613,-330.17610316881206,573.1855310880884,44.529587431998344,-235.91076934920343,-14.296475874356705
1975.603103451669,-327.5686239700673,564.0676907478463,43.370343776192456,-230.19111841635845,-15.485995498397097
2111.854671918388,-343.12851316448223,604.8577494755624,47.24093163661082,-248.6793926527326,-15.240165779339359
2160.569005659747,-360.7051459493879,628.606143940246,48.45728940914651,-260.98819121366563,-15.60652247120545
2231.44567652952,-386.4275189280835,647.9487015712084,47.373525548241616,-244.87290149894463,-24.94048963399349
1769.067827288517,-306.36082090265944,518.2003437718686,36.63461409864984,-201.78528183966947,-13.190463230182042
2058.549492264945,-335.15671955290105,586.8454988447407,43.97609712412934,-226.64302522535104,-17.08515385044506
1960.6453792488137,-325.8802682113024,575.9414129265913,46.77893503609997,-225.40987599643054,-27.005787282230273
1871.80408885616,-302.47372309242184,521.2227643370435,41.593427975672675,-218.0371841893686,-14.146327426657027
2340.0421536333015,-387.28382614718356,654.0631882463169,50.97606468209728,-253.57454077610888,-27.331582187943845
1951.4385586405442,-316.66290943458387,554.2103020288491,42.414474502984135,-234.7019323760191,-7.684652723302506
1731.418849908906,-285.8048545077993,489.5828831903835,36.786503900938456,-202.30622431939557,-9.267304701443742
2148.1923504194765,-355.2997594722269,608.1307544223006,46.010824585346406,-250.39845478900958,-13.20223823477455
1852.666816157509,-302.07936578532974,516.2523798318358,40.96578484665064,-219.20122236130274,-12.54255157805104
2319.785105125069,-381.2195247461172,653.9506236396453,48.284546495986085,-270.049236636988,-9.213553999482066
1985.2068960487713,-327.7033705978553,567.7450584030768,41.664303868945545,-235.82587024100135,-6.620102305466638
1804.320831813091,-291.1523383179929,511.4417317051608,40.88298029846636,-200.70044966988937,-20.24045733110557
2254.5622119161826,-367.29329329103706,627.9130911024758,49.06393713122018,-256.3455025865138,-18.202556414577014
1739.9366160315458,-280.6285123722662,492.9628990381307,38.73843639330701,-202.20847477871428,-12.947589160032301
1859.9510681526144,-304.0023748248818,518.0923467934647,40.72838657697027,-216.2812658999842,-13.63133290689736
1881.3805965301917,-308.48705476149036,535.3095457069511,38.82916246057833,-218.82400328335814,-6.025885735978077
1756.21583531975,-294.1522254835302,513.6090974759057,38.47528647785007,-208.24852150634806,-12.075480392638882
2431.7623381597205,-395.5431572322417,694.0012430490993,53.304682769374956,-285.327734623803,-15.010379701168352
2375.263150202595,-377.9914096184879,668.3096279801638,57.25116060253991,-289.482339906482,-22.395775102566393
2460.2765465563507,-401.05026810363455,699.0396954295917,52.80414005964938,-281.76979178613624,-15.81139829239252
2266.1995442739135,-381.85636127330224,653.1745500382326,49.77745121069525,-258.1510310413283,-22.546979664540803
2430.4804282360383,-395.1722621413057,690.1205192430876,56.00389773964546,-286.468859554129,-22.842828823551176
2183.3391427520264,-350.0962727711574,616.2851445502415,50.27634084098754,-252.15314696120325,-21.56874973771552
1945.7746194646388,-317.84685818632676,554.1514010796407,41.98356056043888,-224.62756282741978,-12.428223430975196
2247.846379307597,-377.75018576568453,655.2692464578155,48.548771500270774,-261.7528510723494,-16.308612090325507
2042.5156166420147,-330.45368013888844,577.0309180177976,46.60501100388422,-238.87091228736242,-18.354017392272056
1889.8829152825238,-308.1709588516405,540.8097057766879,44.39159145868697,-222.80583733260696,-20.314425017253203
2024.487719776358,-328.4097077201613,571.416447056927,44.08619484641815,-232.83919347321023,-14.098976382503697
1868.93437957895,-300.12455212338443,527.0508031363287,42.350628814128285,-218.80383604473636,-15.010302652851403
1870.965729071344,-305.1952591334344,535.578480885921,40.50056155415962,-222.7292741649162,-8.487023268095832
1957.528650949219,-318.02288037878617,560.0080016451556,42.63897783384008,-235.6383359623954,-7.838350568551515
1809.141069934698,-295.74269932540074,513.7598430704941,40.72562894774616,-212.73245801723598,-14.910238036624566
1856.1449838007547,-314.21734309935397,536.3587751828122,39.11737326652407,-221.73465856932935,-8.750023531107903
1926.6605979716114,-312.75408629660416,551.626439205009,45.817350901888304,-222.8103678309395,-23.995278644494093
1863.6310465549577,-297.34262233640067,522.4535026546524,43.564615123906414,-224.8333444692283,-15.026671845437004
1960.6838830320476,-318.0588925631825,556.0641688835274,43.90019667857253,-232.21890908068178,-13.696816452170383
2226.8885777310443,-370.04586623661265,648.5298896984209,44.07381476177923,-256.11232978559036,-3.8535381313112267
2342.5996894593754,-390.3817733678477,676.9695090156807,53.949036837722375,-276.18669272027256,-24.52373513242298
1754.961616383861,-290.38884953066935,499.44666676118027,38.98363874239206,-210.52700424453278,-11.934430671610269
1800.7030230007203,-293.7264883766271,515.3015203435228,39.520201729307516,-207.86030987022633,-13.279033771668722
1912.471324922687,-309.5078886628106,541.8825276787509,40.92609572072836,-219.24733527328905,-11.0661733643497
1758.808144731045,-279.45590145954185,491.5516810349612,39.66551115399891,-202.93587411163244,-14.29701173567946
1926.2133306886008,-308.37124507202657,542.7177546932653,42.37996801290487,-225.91761691295528,-10.965902858221193
2469.5319747485155,-400.70886310960753,697.6410112366242,57.105601849678024,-298.11136148763825,-20.10183022914454
2208.6211609998118,-366.6216044819043,625.893301723663,46.78611362138866,-258.52668894616625,-11.829643730747934
2176.473890901987,-353.5622047753985,615.5969042705696,45.53484123382713,-238.4196089692781,-15.754044768754873
2068.7800146931495,-330.7927897225847,581.1699031612754,43.392572621006714,-232.3495913065335,-10.60423241963985
1759.4826531490162,-278.7317235068718,504.6237925693961,39.976896494561345,-205.81526167304634,-12.669756636603834
1802.4916803435935,-288.71269113250986,512.5270025935596,40.0842590330941,-216.9789580921724,-8.386801208987206
2130.710328808801,-341.4185422223153,615.9600727868497,44.368773350952026,-244.3210893032199,-6.6018228718099214
2124.9207794103804,-338.5218604707662,612.6339291046196,48.339809711759976,-256.50161560344765,-11.764839957038305
1798.3598385313671,-287.894678572117,514.5685500316524,39.90334508478854,-206.5634618143954,-13.185025863734033
2149.3699238120416,-347.6060424533687,619.3987408592145,48.75879492868456,-253.59211261543606,-16.516073862762713
1968.1837093682434,-312.542393527471,567.1766664970878,42.481436219765406,-229.2517293844777,-7.9010229931961655
1793.7887201331014,-286.0942270624396,516.0388337969484,39.9071923893937,-207.2572485955596,-12.29288591236525
2305.088091516831,-370.1984377568246,666.6214402718247,51.08277184456191,-263.1921892068551,-17.547610496291885
2177.6643578037,-348.2359235269501,629.3514371574648,45.88630541200417,-254.11729340523598,-5.781879660298478
1996.781468132849,-320.5195968931233,578.65089256107,43.090386475314816,-227.1027496345563,-12.017633185792313
2090.6904620938258,-330.76413249126,602.1132538537873,47.12266589832363,-238.31444623352303,-16.904676590652375
1924.91529681034,-303.32514382547913,546.3265541909137,40.94843472958483,-223.646053840987,-5.63959278841991
2359.719521675801,-377.59551805024546,683.4518615333642,52.21550937327272,-281.1016299696176,-10.998066703275963
1843.5906041086964,-294.67383248487005,532.7731851449875,43.741233684976855,-224.71637954882402,-14.860714610473249
2414.4277164495816,-387.5077529536511,691.832920489007,51.92834846352812,-281.4923306677222,-10.678463141347082
2190.0666005080393,-347.4463277350016,625.7914766982976,51.527810671567686,-263.88665720055013,-17.39895829271473
2189.066567439203,-348.1415328605656,630.9263936068688,48.48211163782293,-247.76884678626004,-16.637985565125586
2157.0942233461046,-343.32504962118236,621.0307253398228,46.06538254116567,-246.2397580914309,-10.162904906396525
1864.425498498853,-301.2929169399121,534.9891717952422,42.36215825936719,-222.8522433061095,-13.077704164443013
1809.1173068237522,-288.5978460281137,518.041578112802,38.30804687112828,-206.21461483221705,-8.039197989731802
2182.911239118668,-358.4553628233206,631.3346052219886,46.812961042478385,-259.42998952349757,-9.329491466614776
2218.171487470523,-363.1083281401856,640.8475394884168,49.87876959970949,-259.8888580847034,-18.128204990716572
1836.857827301401,-296.52461610230176,533.0237549542475,39.38907459266388,-214.1674449893722,-8.05998494144486
2255.6495440862545,-365.7821196119124,652.617886843637,51.50517425048627,-280.55934783850006,-11.011125118939663
1910.102109461287,-308.6277669756078,552.9282927733175,42.31319223774141,-226.94091236344724,-10.494696348968269
2104.279566345147,-336.8730298357706,606.0454818738764,45.93810067784745,-255.3259709660669,-5.5184680379435225
1803.0615724689014,-291.40122629519925,518.8985930265331,42.694729919792906,-214.09940746905858,-18.503742385984733
2117.0151221276383,-339.8641210380059,612.8120664560448,46.53891358600689,-241.8137564731023,-14.850700644191313
2090.2834408857525,-336.903005088203,604.7918620486874,47.69086100254803,-244.21345359891998,-17.57151220950006
1796.733659725547,-287.02401986847855,514.0161962811005,41.81435146379895,-218.06181567502006,-12.741866611921601
1920.926143928973,-308.87020873965423,555.909151986907,40.976992157731765,-220.9892669979614,-8.982017407222111
2023.1715291502114,-324.1543631878095,586.0913781388995,47.06734908254354,-237.54854462532344,-18.385916885432476
1964.163995384224,-314.4044792853323,564.0587617047063,38.60675237221943,-229.55501478406694,3.8115046248480215
2291.3019370037546,-368.1198856022545,664.0479519074,50.09270832861911,-265.2696063937952,-13.417870154211741
2223.675085314422,-359.24680451935325,637.9727131753455,51.26703439485558,-272.2134272210612,-14.468892774553174
1864.0196558510988,-301.0757086722694,541.943133314697,42.099771792491005,-220.26662486814894,-13.171577296856405
2204.0843697017226,-349.16194407418243,634.8795424432128,50.09119715572412,-253.53910482833223,-18.01339608235141
1882.136392436123,-298.49708800453675,537.8458955324817,41.76393327086517,-222.74707782863115,-9.289071700010465
2042.8330417987954,-327.5537894061587,590.8571797921667,44.695887240034956,-227.46907547263444,-16.625958257183957
1964.874864560963,-317.559385186056,563.7544499347108,44.87660969719263,-228.23456646199756,-17.934959089654487
1930.5203561250619,-308.9954674076802,555.9718092895235,43.500268750445244,-217.6370805304406,-18.059857979513534
2433.6444412916007,-390.11350551567773,705.3641457319952,53.82121473731926,-284.0060616673125,-14.628597532522045
2020.1495970423557,-322.0177477259109,577.753550921946,43.92151824093611,-228.37719420353773,-13.505815397665643
